$GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  APR 06, 2025 18:58:49

*RUN   1        : WW23_G-1                  CSCER048 CIOB2301    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : CIOB2301 WH ROOTS ANATOMY
 DATA PATH      : C:\DSSAT48\Wheat\
 TREATMENT  1   : WW23_G-1                  CSCER048
  
@YEAR DOY   DAS   DAP TMEAN TKILL  GSTD  L#SD PARID PARUD  AWAD  LAID  SAID  CAID  TWAD SDWAD  RWAD  CWAD  LWAD  SWAD  HWAD  HIAD CHWAD  EWAD RSWAD SNWPD SNWLD SNWSD  RS%D  H#AD  HWUD  T#AD  SLAD  RDPD  PTFD  SWXD WAVRD WUPRD  WFTD  WFPD  WFGD  NFTD  NFPD  NFGD NUPRD  TFPD  TFGD VRNFD DYLFD
 2023  74   195   112  19.5  -6.0 83.13 15.42  0.86  2.88 255.8  2.30 1.483  3.79 15022     9  1194 13819  1282  6755  2551  0.18  1623  3231  4864  1609 357.2 48.00  50.3 13831 .0184  1845   180  1.21  0.98  51.1  14.3  2.21  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  75   196   113  20.5  -6.0 83.47 15.42  0.84  2.88 231.0  2.19 1.469  3.66 15250     9  1195 14046  1224  6775  2765  0.20  1636  3445  4913  1646 357.2 49.22  51.0 13831 .0200  1841   179  1.21  0.98  47.8  14.7  1.87  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.03  0.00  0.00
 2023  76   197   114  20.0  -6.0 83.80 15.42  0.83  2.88  97.2  2.07 1.456  3.53 15345     9  1195 14141  1163  6696  2974  0.21  1623  3654  4838  1686 357.2 50.42  51.0 13831 .0215  1838   178  1.21  0.98  99.4  74.6  3.63  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  77   198   115  19.0  -6.0 84.11 15.42  0.81  2.88 259.7  1.96 1.444  3.40 15601     9  1197 14396  1102  6751  3173  0.22  1645  3853  4932  1724 357.2 51.56  51.9 13831 .0229  1835   178  1.20  0.98 118.5  33.1  8.36  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  78   199   116  19.0  -6.0 84.42 15.42  0.79  2.88 267.0  1.85 1.432  3.28 15865     9  1199 14657  1044  6811  3372  0.23  1669  4052  5032  1761 357.2 52.70  52.8 13831 .0244  1831   177  1.20  0.98 100.7  27.3  9.51  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  79   200   117  19.0  -6.0 84.73 15.42  0.77  2.88 258.7  1.74 1.420  3.16 16120     9  1201 14911   986  6865  3571  0.24  1691  4251  5123  1797 357.2 53.84  53.7 13831 .0258  1828   176  1.20  0.98  86.6  24.6  9.21  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  80   201   118  20.1  -6.0 85.06 15.42  0.75  2.88 249.8  1.63 1.408  3.04 16367     9  1203 15156   927  6904  3781  0.25  1709  4461  5194  1834 357.2 55.05  54.4 13831 .0273  1825   176  1.20  0.98  80.6  23.6  9.51  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.01  0.00  0.00
 2023  81   202   119  20.2  -6.0 85.39 15.42  0.72  2.88 242.7  1.52 1.396  2.91 16607     9  1205 15393   865  6938  3993  0.26  1726  4673  5259  1873 357.2 56.27  55.2 13831 .0289  1822   175  1.20  0.98  76.4  22.6  9.52  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.02  0.00  0.00
 2023  82   203   120  19.6  -6.0 85.71 15.42  0.70  2.88 243.7  1.40 1.384  2.78 16847     9  1206 15632   801  6977  4198  0.27  1745  4878  5332  1911 357.2 57.45  56.0 13831 .0303  1820   175  1.20  0.98  73.0  22.1  8.90  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  83   204   121  17.6  -6.0 86.00 15.42  0.67  2.88 250.1  1.29 1.374  2.66 17094     9  1208 15877   740  7038  4381  0.28  1769  5062  5431  1949 357.2 58.51  56.9 13831 .0317  1817   174  1.20  0.98  69.6  21.5  7.74  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  84   205   122  17.1  -6.0 86.27 15.42  0.64  2.88 229.6  1.19 1.364  2.55 17321     9  1210 16102   684  7086  4560  0.28  1789  5240  5511  1983 357.2 59.54  57.7 13831 .0330  1815   174  1.20  0.98  66.6  22.7  6.91  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  85   206   123  17.5  -6.0 86.56 15.42  0.60  2.88 221.1  1.09 1.355  2.44 17539     9  1212 16319   629  7125  4743  0.29  1806  5423  5578  2016 357.2 60.60  58.3 13831 .0343  1813   173  1.20  0.98  63.6  22.2  5.95  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  86   207   124  17.5  -6.0 86.85 15.42  0.57  2.88 163.2  0.99 1.345  2.33 17700     9  1213 16479   573  7118  4926  0.30  1812  5606  5589  2050 357.2 61.66  58.8 13831 .0356  1811   172  1.20  0.98  61.4  29.2  6.95  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  87   208   125  18.8  -6.0 87.15 15.42  0.53  2.88 184.8  0.89 1.335  2.22 17882     9  1214 16660   517  7119  5122  0.31  1819  5802  5608  2083 357.2 62.80  59.3 13831 .0370  1809   172  1.20  0.98  58.9  24.2  5.40  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  88   209   126  18.0  -6.0 87.45 15.42  0.49  2.88 178.4  0.78 1.326  2.11 18058     9  1215 16835   456  7121  5310  0.32  1828  5990  5631  2120 357.2 63.89  59.9 13831 .0384  1807   171  1.20  0.98  56.5  24.4  4.69  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  89   210   127  19.3  -6.0 87.76 15.42  0.44  2.88 161.2  0.68 1.316  1.99 18217     9  1215 16993   397  7100  5512  0.32  1830  6192  5622  2154 357.2 65.06  60.3 13831 .0398  1804   171  1.20  0.98  54.3  25.5  4.29  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  90   211   128  18.7  -6.0 88.07 15.42  0.38  2.88 160.7  0.57 1.306  1.87 18375     9  1216 17150   334  7084  5707  0.33  1834  6387  5621  2192 357.2 66.20  60.8 13831 .0413  1801   170  1.20  0.98  52.2  25.0  3.76  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  91   212   129  19.4  -6.0 88.38 15.42  0.32  2.88 136.6  0.46 1.293  1.75 18510     9  1217 17284   272  7022  5909  0.34  1837  6589  5589  2244 357.2 67.38  61.2 13831 .0427  1798   170  1.20  0.98  50.3  27.9  3.74  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  92   213   130  20.8  -6.0 88.72 15.42  0.26  2.88 112.9  0.35 1.278  1.63 18620     9  1217 17395   207  6928  6127  0.35  1834  6807  5519  2299 357.2 68.65  61.5 13831 .0443  1795   169  1.20  0.98  48.7  32.0  3.89  0.00  0.00  0.00  0.00  0.00  0.00   1.8  0.00  0.06  0.00  0.00
 2023  93   214   131  18.6  -6.0 89.03 15.42  0.18  2.88  85.7  0.23 1.265  1.50 18704     9  1217 17479   138  6835  6322  0.36  1829  7002  5449  2356 357.2 69.78  61.9 13831 .0457  1791   168  1.20  0.98  47.6  42.9  4.80  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  94   215   132  17.1  -6.0 89.31 15.42  0.10  2.88  65.3  0.13 1.254  1.38 18768     9  1216 17543    75  6739  6500  0.37  1823  7181  5370  2406 357.2 70.82  62.2 13831 .0470  1787   168  1.20  0.98  46.7  58.1  6.11  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  95   216   133  15.9  -6.0 89.57 15.42  0.02  2.88  36.4  0.03 1.243  1.27 18803     9  1216 17579    17  6634  6664  0.38  1811  7345  5275  2452 357.2 71.78  62.3 13831 .0482  1783   167  1.20  0.98  46.2  99.9 10.65  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  96   217   134  15.9  -6.0 89.83 15.42  0.00  2.88   8.8  0.00 1.233  1.23 18811     9  1215 17587     0  6497  6829  0.39  1786  7510  5128  2475 357.2 72.75  61.9 13831 .0494  1779   -99  1.20  0.98  46.1  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 2023  97   218   135  17.3  -6.0 90.33 15.42  0.00  0.00   0.0  0.00 1.221  1.22 18810     9  1214 17587     0  6388  6943  0.39  1766  7623  5014  2490 357.2 73.80  61.5 13831 .0502  1774   -99  1.20  0.98  46.0  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   1.6  0.00  0.00  0.00  0.00

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  APR 06, 2025 18:58:49

*RUN  12        : WW23_G-12                 CSCER048 CIOB2301   12
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : CIOB2301 WH ROOTS ANATOMY
 DATA PATH      : C:\DSSAT48\Wheat\
 TREATMENT 12   : WW23_G-12                 CSCER048
  
@YEAR DOY   DAS   DAP TMEAN TKILL  GSTD  L#SD PARID PARUD  AWAD  LAID  SAID  CAID  TWAD SDWAD  RWAD  CWAD  LWAD  SWAD  HWAD  HIAD CHWAD  EWAD RSWAD SNWPD SNWLD SNWSD  RS%D  H#AD  HWUD  T#AD  SLAD  RDPD  PTFD  SWXD WAVRD WUPRD  WFTD  WFPD  WFGD  NFTD  NFPD  NFGD NUPRD  TFPD  TFGD VRNFD DYLFD
 2022 327    83     0  17.6  -6.0  0.00  0.00  0.00  0.00   0.0  0.00 0.000  0.00    43    43     0     0     0     0     0  0.00     0     0     0     0     0     0   0.0     0     0   150   -99  0.04  0.98  19.7  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.50  0.00
 2022 328    84     1  16.4  -6.0  5.84  0.00  0.00  0.00   0.0  0.00 0.000  0.00    43    43     0     0     0     0     0  0.00     0     0     0     0     0     0   0.0     0     0   150   -99  0.04  0.98   7.2  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.50  0.00
 2022 329    85     2  17.4  -6.0  8.40  0.00  0.00  0.00   0.0  0.00 0.000  0.00    43    41     1     0     0     0     0  0.00     0     0     0     0     0     0   0.0     0     0   150   -99  0.07  0.98   4.4  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.0  0.00  0.00  0.50  0.00
 2022 330    86     3  18.0  -6.0 10.00  0.00  0.00  0.00   0.0  0.00 0.000  0.00    43    40     3     0     0     0     0  0.00     0     0     0     0     0 .0012   0.0     0     0   150   -99  0.09  0.98   3.8  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.50  0.00
 2022 331    87     4  16.3  -6.0 10.38  0.38  0.01  0.00   0.0  0.02 0.002  0.02    43    30     4     8     6     3     0  0.00     0     0     0     0     0 .0034   0.0     0     0   150   300  0.12  0.75   4.0  99.9  1.00  0.00  0.00  0.00  0.00  0.00  0.00   0.1  0.00  0.00  0.50  0.38
 2022 332    88     5  16.1  -6.0 10.75  0.75  0.02  1.41   1.6  0.02 0.003  0.03    44    26     5    13     8     5     0  0.00     0     0     1     0 .0849 .0066   9.6     0     0   150   297  0.14  0.71   4.3  99.7  0.49  1.00  0.51  0.62  0.00  0.00  0.00   0.3  0.00  0.00  0.50  0.38
 2022 333    89     6  18.1  -6.0 11.18  1.18  0.03  1.41   2.2  0.03 0.003  0.03    46    21     7    18    10     8     0  0.00     0     0     3     0 0.200 .0113  16.0     0     0   150   297  0.17  0.71   5.8  97.3  0.50  1.00  0.50  0.62  0.01  0.01  0.01   0.3  0.00  0.00  0.50  0.38
 2022 334    90     7  18.5  -6.0 11.61  1.61  0.03  1.49   2.9  0.04 0.005  0.04    48    16     8    25    13    12     0  0.00     0     0     5     0 0.349 .0173  20.8     0     0   150   295  0.20  0.72   7.3  96.6  0.57  0.85  0.43  0.56  0.10  0.10  0.10   0.3  0.00  0.00  0.50  0.38
 2022 335    91     8  19.2  -6.0 12.03  2.03  0.04  1.22   3.1  0.05 0.005  0.05    51    11     9    30    16    14     0  0.00     0     0     6     0 0.541 .0250  21.2     0     0   150   294  0.23  0.72   9.0  90.0  0.57  0.86  0.43  0.56  0.26  0.26  0.26   0.4  0.00  0.00  0.50  0.38
 2022 336    92     9  23.0  -6.0 12.29  2.29  0.04  1.11   3.3  0.05 0.006  0.06    53     9    11    34    17    17     0  0.00     0     0     8     0 0.774 .0359  23.7     0     0   150   293  0.26  0.72  11.0  89.0  0.57  0.86  0.43  0.56  0.32  0.32  0.32   1.0  0.00  0.20  0.50  0.38
 2022 337    93    10  23.0  -6.0 12.56  2.56  0.05  1.37   4.0  0.06 0.007  0.06    57     9    11    37    19    18     0  0.00     0     0     8     0 0.774 .0480  22.6     0     0   150   291  0.29  0.73  13.0  99.9  0.66  0.68  0.34  0.49  0.28  0.28  0.28   1.1  0.00  0.20  0.50  0.38
 2022 338    94    11  22.0  -6.0 12.82  2.82  0.05  1.48   4.5  0.06 0.007  0.07    61     9    12    40    21    19     0  0.00     0     0     9     0 0.774 .0604  21.5     0     0   150   290  0.33  0.73  14.8  99.9  0.67  0.66  0.33  0.48  0.23  0.23  0.23   1.0  0.00  0.13  0.50  0.38
 2022 339    95    12  22.2  -6.0 13.08  3.08  0.06  2.30   3.2  0.07 0.008  0.08    64     9    13    43    23    19     0  0.00     0     0     8     0 0.774 .0739  18.4     0     0   150   289  0.36  0.74  17.3  99.9  1.62  0.00  0.00  0.00  0.20  0.20  0.20   1.1  0.00  0.15  0.50  0.38
 2022 340    96    13  19.7  -6.0 13.30  3.30  0.06  2.39   2.6  0.07 0.009  0.08    66     9    13    45    25    19     0  0.00     0     0     7     0 0.774 .0862  15.9     0     0   179   288  0.38  0.75  21.0  99.9  2.23  0.00  0.00  0.00  0.17  0.17  0.17   1.4  0.00  0.00  0.50  0.38
 2022 341    97    14  20.0  -6.0 13.54  3.54  0.07  2.46   4.8  0.08 0.010  0.09    70     9    14    48    28    20     0  0.00     0     0     6     0 0.774 0.099  13.3     0     0   208   286  0.40  0.75  21.6  99.9  1.37  0.00  0.00  0.00  0.15  0.15  0.15   1.1  0.00  0.00  0.50  0.38
 2022 342    98    15  20.8  -6.0 13.78  3.78  0.07  1.54   7.0  0.09 0.011  0.10    76     9    15    53    31    22     0  0.00     0     0     7     0 0.774 0.113  13.9     0     0   216   285  0.42  0.73  22.4  99.9  0.61  0.78  0.39  0.53  0.12  0.12  0.12   1.1  0.00  0.05  0.50  0.39
 2022 343    99    16  18.0  -6.0 13.99  3.99  0.08  1.51   8.2  0.09 0.011  0.10    83     9    16    59    33    26     0  0.00     0     0    10     0 1.221 0.127  17.2     0     0   222   284  0.44  0.72  23.7  99.9  0.59  0.83  0.41  0.55  0.10  0.10  0.10   1.4  0.00  0.00  0.50  0.39
 2022 344   100    17  17.0  -6.0 14.19  4.19  0.08  1.58   9.5  0.10 0.012  0.11    92     9    18    66    35    31     0  0.00     0     0    13     0 1.221 0.140  20.1     0     0   228   283  0.45  0.73  24.8  99.9  0.60  0.80  0.40  0.54  0.09  0.09  0.09   1.8  0.00  0.00  0.50  0.39
 2022 345   101    18  16.2  -6.0 14.37  4.37  0.08  1.77  11.0  0.10 0.013  0.11   100     9    19    72    36    36     0  0.00     0     0    18     0 2.561 0.155  25.4     0     0   237   282  0.47  0.73  25.9  99.9  0.67  0.67  0.33  0.49  0.07  0.07  0.07   1.5  0.00  0.00  0.50  0.39
 2022 346   102    19  16.1  -6.0 14.56  4.56  0.09  1.98  12.7  0.10 0.013  0.12   110     9    21    80    37    43     0  0.00     0     0    24     0 3.901 0.170  30.2     0     0   250   280  0.48  0.74  26.8  99.9  0.73  0.53  0.27  0.44  0.06  0.06  0.06   2.0  0.00  0.00  0.50  0.39
 2022 347   103    20  15.1  -6.0 14.74  4.74  0.09  2.37  15.0  0.11 0.014  0.12   123     9    24    91    39    51     0  0.00     0     0    31     0 5.160 0.186  34.5     0     0   270   279  0.50  0.76  74.3  99.9  0.87  0.26  0.13  0.33  0.05  0.05  0.05   2.0  0.00  0.00  0.50  0.39
 2022 348   104    21  15.2  -6.0 14.91  4.91  0.10  2.76  19.5  0.12 0.015  0.14   139     9    26   104    43    61     0  0.00     0     0    39     0 6.431 0.204  37.1     0     0   295   277  0.51  0.77  57.4  99.9  2.56  0.00  0.00  0.00  0.04  0.04  0.04   2.0  0.00  0.00  0.50  0.39
 2022 349   105    22  14.6  -6.0 21.13  5.08  0.11  2.78  20.9  0.13 0.017  0.15   157     9    29   120    48    71     0  0.00     0     0    46     0 7.126 0.224  38.5     0     0   320   276  0.53  0.77  42.1  99.9  2.82  0.00  0.00  0.00  0.03  0.03  0.03   2.0  0.00  0.00  0.50  0.39
 2022 350   106    23  12.5  -6.0 21.27  5.23  0.12  2.81  13.0  0.15 0.020  0.17   168     9    31   129    56    73     0  0.00     0     0    45     0 7.902 0.242  34.6     0     0   341   274  0.54  0.77  35.9  99.9  3.77  0.00  0.00  0.00  0.02  0.02  0.02   1.5  0.00  0.00  0.49  0.39
 2022 351   107    24  14.9  -6.0 21.45  5.40  0.14  2.83  25.2  0.17 0.023  0.20   190     9    34   147    64    83     0  0.00     0     0    50     0 8.838 0.265  33.9     0     0   367   272  0.55  0.77  33.9  99.9  1.97  0.00  0.00  0.00  0.02  0.02  0.02   1.1  0.00  0.00  0.49  0.39
 2022 352   108    25  15.5  -6.0 21.62  5.58  0.15  2.84  28.9  0.20 0.026  0.22   215     9    38   169    73    96     0  0.00     0     0    57     0 9.813 0.292  34.1     0     0   394   270  0.57  0.77  34.4  93.9  1.87  0.00  0.00  0.00  0.01  0.01  0.01   1.2  0.00  0.00  0.49  0.39
 2022 353   109    26  14.8  -6.0 21.79  5.76  0.17  2.86  33.0  0.22 0.029  0.25   245     9    43   193    81   112     0  0.00     0     0    69     0 10.75 0.320  35.6     0     0   419   269  0.58  0.77  34.9  84.7  1.73  0.00  0.00  0.00  0.01  0.01  0.01   1.4  0.00  0.00  0.49  0.39
 2022 354   110    27  16.6  -6.0 21.99  5.95  0.19  2.87  33.4  0.24 0.032  0.28   274     9    47   218    91   127     0  0.00     0     0    79     0 11.80 0.355  36.1     0     0   448   268  0.60  0.77  35.5  83.0  1.75  0.00  0.00  0.00  0.00  0.00  0.00   1.4  0.00  0.00  0.49  0.39
 2022 355   111    28  15.2  -6.0 22.16  6.13  0.20  2.88  41.2  0.27 0.036  0.30   310     9    53   249   101   148     0  0.00     0     0    95     0 12.55 0.392  38.1     0     0   475   267  0.61  0.77  35.9  69.7  1.52  0.00  0.00  0.00  0.00  0.00  0.00   1.6  0.00  0.00  0.49  0.39
 2022 356   112    29  15.3  -6.0 22.43  6.30  0.23  2.88  45.5  0.30 0.041  0.34   351     9    59   283   114   170     0  0.00     0     0   109     0 13.54 0.432  38.4     0     0   515   265  0.63  0.77  36.2  63.5  1.46  0.00  0.00  0.00  0.00  0.00  0.00   1.3  0.00  0.00  0.49  0.39
 2022 357   113    30  15.9  -6.0 22.71  6.49  0.25  2.88  49.7  0.34 0.045  0.38   395     9    66   321   127   193     0  0.00     0     0   125     0 14.58 0.479  39.0     0     0   556   264  0.64  0.78  36.5  57.5  1.40  0.00  0.00  0.00  0.00  0.00  0.00   1.3  0.00  0.00  0.49  0.39
 2022 358   114    31  16.2  -6.0 22.99  6.68  0.27  2.88  54.9  0.37 0.050  0.42   444     9    73   362   141   221     0  0.00     0     0   145     0 15.64 0.533  40.0     0     0   599   262  0.65  0.78  36.7  52.2  1.35  0.00  0.00  0.00  0.00  0.00  0.00   1.4  0.00  0.00  0.49  0.39
 2022 359   115    32  17.8  -6.0 23.30  6.89  0.29  2.88  60.2  0.41 0.056  0.46   497     9    81   408   156   252     0  0.00     0     0   168     0 16.80 0.597  41.1     0     0   645   261  0.67  0.78  36.9  46.2  1.26  0.00  0.00  0.03  0.00  0.00  0.00   1.4  0.00  0.00  0.50  0.39
 2022 360   116    33  17.0  -6.0 23.60  7.08  0.32  2.88  66.1  0.45 0.062  0.51   556     9    90   458   173   285     0  0.00     0     0   191     0 17.92 0.666  41.7     0     0   690   260  0.68  0.78  37.0  42.9  1.25  0.00  0.00  0.04  0.00  0.00  0.00   1.4  0.00  0.00  0.50  0.39
 2022 361   117    34  17.5  -6.0 23.90  7.29  0.34  2.88  70.9  0.49 0.068  0.56   619     9    99   512   191   321     0  0.00     0     0   217     0 19.55 0.745  42.4     0     0   736   259  0.70  0.78  37.1  39.6  1.22  0.00  0.00  0.06  0.00  0.00  0.00   1.4  0.00  0.00  0.50  0.39
 2022 362   118    35  16.6  -6.0 24.19  7.48  0.37  2.88  47.8  0.54 0.075  0.61   661     9   105   547   209   339     0  0.00     0     0   225     0 21.10 0.827  41.1     0     0   779   257  0.71  0.78  37.4  61.7  2.00  0.00  0.00  0.00  0.00  0.00  0.00   1.5  0.00  0.00  0.50  0.39
 2022 363   119    36  17.2  -6.0 24.49  7.68  0.39  2.88  22.1  0.59 0.082  0.67   680     9   108   563   231   332     0  0.00     0     0   208     0 22.72 0.918  37.0     0     0   824   256  0.72  0.78  38.4  99.9  4.40  0.00  0.00  0.00  0.00  0.00  0.00   1.4  0.00  0.00  0.50  0.39
 2022 364   120    37  18.6  -6.0 24.82  7.90  0.42  2.88  82.8  0.64 0.090  0.73   753     9   119   626   250   376     0  0.00     0     0   240     0 24.47 1.018  38.4     0     0   873   255  0.74  0.78  38.4  34.8  1.09  0.00  0.00  0.16  0.00  0.00  0.00   1.4  0.00  0.00  0.50  0.39
 2022 365   121    38  17.8  -6.0 25.10  8.10  0.44  2.74  87.8  0.68 0.096  0.78   832     9   131   692   269   423     0  0.00     0     0   277     0 26.15 1.124  40.0     0     0   915   254  0.75  0.78  38.3  31.5  0.95  0.09  0.05  0.27  0.00  0.00  0.00   1.5  0.00  0.00  0.50  0.39
 2023   1   122    39  16.6  -6.0 25.39  8.30  0.47  2.88  84.9  0.74 0.105  0.84   906     9   142   756   293   463     0  0.00     0     0   303     0 29.17 1.233  40.1     0     0   959   253  0.77  0.78  38.2  35.5  1.04  0.00  0.00  0.20  0.00  0.00  0.00   1.2  0.00  0.00  0.50  0.39
 2023   2   123    40  15.1  -6.0 25.66  8.47  0.49  2.88  73.8  0.80 0.114  0.91   970     9   151   811   318   493     0  0.00     0     0   319     0 31.93 1.340  39.3     0     0   998   251  0.78  0.78  38.3  42.2  1.21  0.00  0.00  0.07  0.00  0.00  0.00   1.3  0.00  0.00  0.50  0.39
 2023   3   124    41  13.8  -6.0 25.82  8.63  0.51  2.41  89.7  0.83 0.120  0.95  1049     9   164   877   333   544     0  0.00     0     0   361     0 34.45 1.444  41.2     0     0  1023   251  0.79  0.77  79.6  61.6  0.84  0.32  0.16  0.36  0.00  0.00  0.00   2.0  0.00  0.00  0.50  0.39
 2023   4   125    42  16.3  -6.0 26.10  8.82  0.54  2.88 113.9  0.90 0.131  1.04  1150     9   178   963   363   601     0  0.00     0     0   400     0 37.44 1.577  41.6     0     0  1065   249  0.80  0.78  63.0  41.2  3.14  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.50  0.39
 2023   5   126    43  17.6  -6.0 26.41  9.03  0.57  2.88 124.1  0.99 0.145  1.14  1260     9   194  1058   400   658     0  0.00     0     0   436     0 40.69 1.734  41.2     0     0  1111   248  0.82  0.78  55.9  33.2  3.11  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.50  0.39
 2023   6   127    44  18.3  -6.0 26.73  9.24  0.60  2.88 129.4  1.09 0.161  1.25  1369     9   211  1150   443   708     0  0.00     0     0   460     0 49.43 1.912  40.0     0     0  1159   246  0.83  0.79  52.8  30.2  2.65  0.00  0.00  0.00  0.00  0.00  0.00   1.7  0.00  0.00  0.50  0.38
 2023   7   128    45  17.7  -6.0 27.04  9.45  0.63  2.88 132.8  1.18 0.176  1.36  1482     9   227  1246   484   762     0  0.00     0     0   490     0 57.95 2.098  39.3     0     0  1206   245  0.85  0.79  51.3  29.1  2.44  0.00  0.00  0.00  0.00  0.00  0.00   1.8  0.00  0.00  0.50  0.38
 2023   8   129    46  17.3  -6.0 27.34  9.65  0.67  2.88 139.6  1.29 0.193  1.48  1601     9   245  1348   529   818     0  0.00     0     0   520     0 66.32 2.295  38.6     0     0  1251   243  0.86  0.79  50.4  27.4  2.20  0.00  0.00  0.00  0.00  0.00  0.00   1.6  0.00  0.00  0.50  0.38
 2023   9   130    47  16.6  -6.0 27.63  9.84  0.69  2.88 153.0  1.39 0.209  1.60  1733     9   264  1460   573   887     0  0.00     0     0   562     0 74.41 2.499  38.5     0     0  1294   242  0.88  0.79  49.4  24.7  1.95  0.00  0.00  0.00  0.00  0.00  0.00   1.7  0.00  0.00  0.50  0.38
 2023  10   131    48  17.2  -6.0 27.93 10.04  0.72  2.88 154.2  1.50 0.227  1.72  1866     9   284  1573   621   952     0  0.00     0     0   598     0 82.80 2.726  38.0     0     0  1339   241  0.89  0.79  48.3  23.7  1.88  0.00  0.00  0.00  0.00  0.00  0.00   1.5  0.00  0.00  0.50  0.38
 2023  11   132    49  17.9  -6.0 28.24 10.25  0.75  2.88 168.7  1.63 0.250  1.88  2008     9   305  1694   683  1012     0  0.00     0     0   622     0 95.08 2.980  36.7     0     0  1386   239  0.91  0.79  47.0  20.7  1.54  0.00  0.00  0.00  0.00  0.00  0.00   1.1  0.00  0.00  0.50  0.38
 2023  12   133    50  18.4  -6.0 28.56 10.46  0.78  2.88 176.9  1.78 0.274  2.06  2157     9   327  1821   750  1071     0  0.00     0     0   643     0 107.8 3.261  35.3     0     0  1434   237  0.92  0.79  45.5  19.2  1.33  0.00  0.00  0.00  0.00  0.00  0.00   1.1  0.00  0.00  0.50  0.38
 2023  13   134    51  16.6  -6.0 28.85 10.66  0.80  2.88 181.6  1.90 0.295  2.20  2311     9   349  1953   805  1149     0  0.00     0     0   687     0 119.3 3.533  35.2     0     0  1478   236  0.93  0.79  44.1  18.4  1.19  0.00  0.00  0.08  0.00  0.00  0.00   1.3  0.00  0.00  0.50  0.38
 2023  14   135    52  17.6  -6.0 29.16 10.86  0.82  2.87 184.0  2.00 0.313  2.31  2467     9   372  2087   850  1236     0  0.00     0     0   745     0 131.6 3.841  35.7     0     0  1524   235  0.95  0.79  42.7  17.2  1.00  0.00  0.00  0.23  0.00  0.00  0.00   1.4  0.00  0.00  0.50  0.38
 2023  15   136    53  16.9  -6.0 29.45 11.06  0.84  2.88 129.3  2.16 0.338  2.50  2574     9   388  2177   921  1256     0  0.00     0     0   728     0 143.2 4.154  33.4     0     0  1568   234  0.96  0.79  42.0  25.1  1.27  0.00  0.00  0.02  0.00  0.00  0.00   1.0  0.00  0.00  0.50  0.38
 2023  16   137    54  17.0  -6.0 29.61 11.26  0.85  2.19 147.0  2.25 0.354  2.60  2692     9   408  2275   965  1311     0  0.00     0     0   756     0 158.2 4.483  33.2     0     0  1591   233  0.98  0.77  41.2  16.3  0.76  0.48  0.24  0.41  0.00  0.00  0.00   1.2  0.00  0.00  0.50  0.38
